<org.opsli.plugins.email.service.EmailPluginImpl: cn.hutool.extra.mail.MailAccount getMailAccount(org.opsli.plugins.email.conf.EmailConfig)>-><cn.hutool.extra.mail.MailAccount: cn.hutool.extra.mail.MailAccount setAuth(boolean)>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><io.netty.resolver.dns.SingletonDnsServerAddresses: java.lang.String toString()>
<java.util.AbstractList: boolean equals(java.lang.Object)>-><org.opsli.api.wrapper.system.logs.OperationLogModel: boolean equals(java.lang.Object)>
<com.alibaba.fastjson.util.TypeUtils: java.math.BigInteger castToBigInteger(java.lang.Object)>-><org.opsli.modulars.system.role.entity.SysRoleMenuRef: java.lang.String toString()>
<com.alibaba.fastjson.serializer.DateCodec: void write(com.alibaba.fastjson.serializer.JSONSerializer,java.lang.Object,java.lang.Object,java.lang.reflect.Type,int)>-><org.opsli.api.base.encrypt.EncryptModel: java.lang.String toString()>
<org.opsli.api.base.warpper.ApiWrapper: int hashCode()>-><org.opsli.api.base.warpper.ApiWrapper: java.util.Date getCreateTime()>
<com.sun.jna.NativeString: int compareTo(java.lang.Object)>-><org.opsli.api.wrapper.system.tenant.TenantModel: java.lang.String toString()>
<java.time.temporal.WeekFields: boolean equals(java.lang.Object)>-><org.opsli.api.wrapper.system.user.UserAvatarModel: int hashCode()>
<java.util.Arrays: int hashCode(java.lang.Object[])>-><org.opsli.common.utils.DefPatternPool$RegexWithFlag: int hashCode()>
<java.lang.String: java.lang.String valueOf(java.lang.Object)>-><org.opsli.plugins.email.wrapper.EmailModel: java.lang.String toString()>
<java.util.Arrays$ArrayList: int indexOf(java.lang.Object)>-><org.opsli.api.wrapper.system.user.UserAvatarModel: boolean equals(java.lang.Object)>
<com.alibaba.fastjson.serializer.StringCodec: java.lang.Object deserialze(com.alibaba.fastjson.parser.DefaultJSONParser,java.lang.reflect.Type,java.lang.Object)>-><org.opsli.api.wrapper.system.logs.OperationLogModel: java.lang.String toString()>
<io.netty.util.internal.logging.MessageFormatter: void safeObjectAppend(java.lang.StringBuilder,java.lang.Object)>-><org.opsli.core.options.SmsAliYunCaptchaConfigFactory$SmsAliYunCaptchaConfigOption: java.lang.String toString()>
<reactor.util.context.Context5: java.lang.Object get(java.lang.Object)>-><org.opsli.api.wrapper.system.role.RoleMenuRefModel: boolean equals(java.lang.Object)>
<com.alibaba.fastjson.JSONPath$RegMatchSegement: boolean apply(com.alibaba.fastjson.JSONPath,java.lang.Object,java.lang.Object,java.lang.Object)>-><org.opsli.api.wrapper.system.dict.DictDetailModel: java.lang.String toString()>
<java.util.AbstractMap: boolean equals(java.lang.Object)>-><org.opsli.api.wrapper.system.user.UserAvatarModel: boolean equals(java.lang.Object)>
<reactor.util.context.Context1: reactor.util.context.Context put(java.lang.Object,java.lang.Object)>-><org.opsli.api.wrapper.system.options.OptionsModel: boolean equals(java.lang.Object)>
<java.util.Arrays: int hashCode(java.lang.Object[])>-><org.opsli.core.utils.SystemInfoUtil$MemoryInfo: int hashCode()>
<javax.management.openmbean.CompositeDataSupport: boolean equals(java.lang.Object)>-><org.opsli.modulars.system.menu.entity.SysMenu: boolean equals(java.lang.Object)>
<java.util.Hashtable$Entry: java.lang.String toString()>-><org.opsli.api.wrapper.system.org.SysOrgModel: java.lang.String toString()>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><org.apache.poi.ss.formula.ptg.TblPtg: java.lang.String toString()>
<java.util.concurrent.ConcurrentHashMap: java.lang.Object replaceNode(java.lang.Object,java.lang.Object,java.lang.Object)>-><org.opsli.api.wrapper.system.role.RoleModel: int hashCode()>
<org.apache.logging.log4j.message.ParameterFormatter: void tryObjectToString(java.lang.Object,java.lang.StringBuilder)>-><org.opsli.api.wrapper.system.user.UserAvatarModel: java.lang.String toString()>
<java.util.Hashtable: java.lang.Object remove(java.lang.Object)>-><org.opsli.core.options.SmsAliYunCaptchaConfigFactory$SmsAliYunCaptchaConfigOption: boolean equals(java.lang.Object)>
<org.opsli.core.utils.SystemInfoUtil$JvmInfo: boolean equals(java.lang.Object)>-><java.lang.Double: int compare(double,double)>
<java.util.AbstractMap: boolean eq(java.lang.Object,java.lang.Object)>-><org.opsli.api.wrapper.system.user.UserModel: boolean equals(java.lang.Object)>
<java.util.concurrent.ConcurrentHashMap: java.lang.Object computeIfAbsent(java.lang.Object,java.util.function.Function)>-><org.opsli.api.wrapper.system.options.OptionsModel: boolean equals(java.lang.Object)>
<org.opsli.OpsliApplication: void initBean_synthetic()>-><springfox.documentation.spring.web.SpringfoxWebFluxConfiguration: springfox.documentation.spring.web.WebFluxObjectMapperConfigurer webFluxObjectMapperConfigurer()>
<java.util.Hashtable: boolean containsKey(java.lang.Object)>-><org.opsli.core.options.SmsAliYunCaptchaConfigFactory$SmsAliYunCaptchaConfigOption: int hashCode()>
<java.util.concurrent.ConcurrentHashMap: java.lang.Object computeIfAbsent(java.lang.Object,java.util.function.Function)>-><org.opsli.core.utils.SystemInfoUtil$MemoryInfo: int hashCode()>
<com.alibaba.fastjson.serializer.DateCodec: void write(com.alibaba.fastjson.serializer.JSONSerializer,java.lang.Object,java.lang.Object,java.lang.reflect.Type,int)>-><org.opsli.api.wrapper.gentest.carinfo.TestCarModel: java.lang.String toString()>
<java.util.Hashtable: java.lang.Object get(java.lang.Object)>-><org.opsli.modulars.system.menu.entity.SysMenu: int hashCode()>
<cn.hutool.core.util.ObjectUtil: boolean isNull(java.lang.Object)>-><org.opsli.modulars.system.menu.entity.SysMenu: boolean equals(java.lang.Object)>
<org.apache.commons.beanutils.converters.NumberConverter: java.lang.Object convertToType(java.lang.Class,java.lang.Object)>-><org.opsli.api.wrapper.system.logs.LogsModel: java.lang.String toString()>
<com.google.common.collect.RegularImmutableSet: boolean contains(java.lang.Object)>-><org.opsli.api.wrapper.system.user.UserAvatarModel: boolean equals(java.lang.Object)>
<com.fasterxml.jackson.databind.ser.std.StdKeySerializers$EnumKeySerializer: void serialize(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator,com.fasterxml.jackson.databind.SerializerProvider)>-><org.opsli.modulars.generator.template.wrapper.GenTemplateAndDetailModel: java.lang.String toString()>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><org.apache.commons.pool2.impl.DefaultPooledObject: java.lang.String toString()>
<java.util.LinkedList: boolean remove(java.lang.Object)>-><org.opsli.api.wrapper.gentest.carinfo.TestCarModel: boolean equals(java.lang.Object)>
<io.netty.util.collection.IntObjectHashMap: boolean equals(java.lang.Object)>-><org.opsli.api.wrapper.system.org.SysOrgModel: boolean equals(java.lang.Object)>
<java.util.Hashtable: java.lang.Object computeIfAbsent(java.lang.Object,java.util.function.Function)>-><org.opsli.api.wrapper.system.user.UserModel: int hashCode()>
<com.google.common.collect.SingletonImmutableSet: int hashCode()>-><org.opsli.api.wrapper.system.tenant.TenantModel: int hashCode()>
<java.util.AbstractList: int hashCode()>-><org.opsli.modulars.generator.template.wrapper.GenTemplateCopyModel: int hashCode()>
<org.opsli.core.utils.SystemInfoUtil$JvmInfo: int hashCode()>-><org.opsli.core.utils.SystemInfoUtil$JvmInfo: java.lang.String getHome()>
<org.springframework.web.servlet.mvc.condition.AbstractRequestCondition: java.lang.String toString()>-><org.opsli.modulars.generator.table.wrapper.GenTableModel: java.lang.String toString()>
<org.springframework.web.util.UriComponents: java.lang.String getVariableValueAsString(java.lang.Object)>-><org.opsli.plugins.security.exception.AuthServiceException: java.lang.String toString()>
<java.util.concurrent.ConcurrentHashMap: java.lang.Object computeIfAbsent(java.lang.Object,java.util.function.Function)>-><org.opsli.api.wrapper.gentest.user.TestUserModel: int hashCode()>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><java.util.concurrent.CompletableFuture: java.lang.String toString()>
<com.alibaba.fastjson.parser.DefaultJSONParser: java.lang.Object parseObject(java.util.Map,java.lang.Object)>-><org.opsli.core.utils.SystemInfoUtil$DiskInfo: java.lang.String toString()>
<java.util.TreeMap$Entry: int hashCode()>-><org.opsli.api.wrapper.system.tenant.TenantModel: int hashCode()>
<com.google.common.base.Objects: boolean equal(java.lang.Object,java.lang.Object)>-><org.opsli.api.base.encrypt.EncryptModel: boolean equals(java.lang.Object)>
<java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry: boolean equals(java.lang.Object)>-><org.opsli.api.wrapper.system.options.OptionsModel: boolean equals(java.lang.Object)>
<org.springframework.boot.convert.StringToPeriodConverter: java.lang.Object convert(java.lang.Object,org.springframework.core.convert.TypeDescriptor,org.springframework.core.convert.TypeDescriptor)>-><org.opsli.api.wrapper.system.logs.OperationLogModel: java.lang.String toString()>
<org.opsli.modulars.system.menu.entity.SysMenu: java.lang.String toString()>-><org.opsli.modulars.system.menu.entity.SysMenu: java.lang.String getIcon()>
<java.util.Objects: int hashCode(java.lang.Object)>-><org.opsli.api.wrapper.gentest.carinfo.TestCarModel: int hashCode()>
<java.util.Hashtable$Entry: boolean equals(java.lang.Object)>-><org.opsli.modulars.generator.template.wrapper.GenTemplateModel: boolean equals(java.lang.Object)>
<java.util.concurrent.LinkedBlockingQueue: boolean remove(java.lang.Object)>-><org.opsli.api.wrapper.system.dict.DictModel: boolean equals(java.lang.Object)>
<reactor.util.context.Context5: reactor.util.context.Context put(java.lang.Object,java.lang.Object)>-><org.opsli.api.wrapper.system.role.RoleModel: boolean equals(java.lang.Object)>
<org.apache.commons.collections.FastHashMap: boolean equals(java.lang.Object)>-><org.opsli.core.utils.SystemInfoUtil$DiskInfo: boolean equals(java.lang.Object)>
<java.util.HashMap: java.lang.Object computeIfAbsent(java.lang.Object,java.util.function.Function)>-><org.opsli.api.wrapper.system.org.SysOrgModel: boolean equals(java.lang.Object)>
<org.opsli.core.utils.OptionsUtil: java.util.Map convertOptionsMap(java.util.List)>-><org.springframework.http.server.reactive.TomcatHeadersAdapter$EntryIterator: boolean hasNext()>
<org.springframework.core.convert.support.ObjectToStringConverter: java.lang.String convert(java.lang.Object)>-><org.opsli.core.utils.SystemInfoUtil$SysInfo: java.lang.String toString()>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><javax.management.openmbean.TabularType: java.lang.String toString()>
<org.opsli.common.utils.ListDistinctUtil: java.util.List distinct(java.util.List,java.util.Comparator)>-><org.springframework.beans.PropertyBatchUpdateException: java.lang.String getMessage()>
<org.apache.commons.beanutils.converters.CharacterConverter: java.lang.String convertToString(java.lang.Object)>-><org.opsli.plugins.email.wrapper.EmailModel: java.lang.String toString()>
<org.opsli.modulars.generator.template.wrapper.GenTemplateModel: boolean equals(java.lang.Object)>-><org.opsli.modulars.generator.template.wrapper.GenTemplateModel: java.lang.String getRemark()>
<java.util.Hashtable$EntrySet: boolean contains(java.lang.Object)>-><org.opsli.core.options.SmsAliYunCaptchaConfigFactory$SmsAliYunCaptchaConfigOption: int hashCode()>
<java.util.concurrent.ConcurrentHashMap: java.lang.Object replaceNode(java.lang.Object,java.lang.Object,java.lang.Object)>-><org.opsli.plugins.email.wrapper.EmailModel: int hashCode()>
<org.springframework.expression.spel.ast.Operator: boolean equalityCheck(org.springframework.expression.EvaluationContext,java.lang.Object,java.lang.Object)>-><org.opsli.modulars.generator.template.wrapper.GenTemplateModel: java.lang.String toString()>
<org.opsli.core.log.enums.LogLevelEnum: org.opsli.core.log.enums.LogLevelEnum[] values()>-><java.lang.Object: java.lang.Object clone()>
<cn.hutool.core.util.StrUtil: java.lang.String str(java.lang.Object,java.nio.charset.Charset)>-><org.opsli.core.utils.SystemInfoUtil$SysInfo: java.lang.String toString()>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><org.opsli.modulars.generator.table.wrapper.GenTableModel: java.lang.String toString()>
<java.util.Hashtable: void addEntry(int,java.lang.Object,java.lang.Object,int)>-><org.opsli.core.utils.SystemInfoUtil$JvmInfo: int hashCode()>
<org.opsli.core.utils.SystemInfoUtil: org.opsli.core.utils.SystemInfoUtil$JvmInfo getJvmInfo()>-><org.opsli.core.utils.SystemInfoUtil$JvmInfo: void setVersion(java.lang.String)>
<org.opsli.modulars.generator.template.wrapper.GenTemplateDetailModel: boolean equals(java.lang.Object)>-><org.opsli.modulars.generator.template.wrapper.GenTemplateDetailModel: java.lang.String getFileName()>
<org.opsli.core.options.SmsAliYunConfigFactory: void <clinit>()>-><org.opsli.core.options.SmsAliYunConfigFactory: void <init>(java.lang.String,int)>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><org.opsli.modulars.system.role.entity.SysRoleMenuRef: java.lang.String toString()>
<java.util.LinkedList: int indexOf(java.lang.Object)>-><org.opsli.core.utils.SystemInfoUtil$SysInfo: boolean equals(java.lang.Object)>
<javax.security.auth.Subject$SecureSet: boolean contains(java.lang.Object)>-><org.opsli.api.wrapper.gentest.carinfo.TestCarModel: boolean equals(java.lang.Object)>
<com.google.common.collect.SingletonImmutableSet: java.lang.String toString()>-><org.opsli.core.options.SmsAliYunCaptchaConfigFactory$SmsAliYunCaptchaConfigOption: java.lang.String toString()>
<java.awt.font.StyledParagraph: void addFont(java.lang.Object,int)>-><org.opsli.api.wrapper.system.dict.DictModel: boolean equals(java.lang.Object)>
<org.springframework.data.redis.connection.RedisSentinelConfiguration: void <init>(org.springframework.core.env.PropertySource)>-><org.opsli.api.base.encrypt.EncryptModel: java.lang.String toString()>
<java.lang.String: java.lang.String valueOf(java.lang.Object)>-><org.opsli.core.utils.SystemInfoUtil$JvmInfo: java.lang.String toString()>
<com.google.common.collect.SingletonImmutableList: java.lang.String toString()>-><org.opsli.modulars.generator.template.wrapper.GenTemplateModel: java.lang.String toString()>
<org.opsli.core.utils.VerificationCodeUtil: org.opsli.core.utils.VerificationCodeUtil$VerificationCodeModel createCode(java.lang.String,java.lang.String,java.lang.String)>-><cn.hutool.core.date.DateUtil: cn.hutool.core.date.DateTime offsetSecond(java.util.Date,int)>
<reactor.util.context.Context2: void <init>(java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object)>-><org.opsli.api.wrapper.gentest.carinfo.TestCarModel: boolean equals(java.lang.Object)>
<io.netty.util.collection.IntObjectHashMap: boolean equals(java.lang.Object)>-><org.opsli.api.wrapper.gentest.carinfo.TestCarModel: boolean equals(java.lang.Object)>
<com.jfinal.template.expr.ast.Compare: java.lang.Boolean equal(java.lang.Object,java.lang.Object)>-><org.opsli.core.utils.SystemInfoUtil$JvmInfo: boolean equals(java.lang.Object)>
<org.springframework.boot.convert.StringToDurationConverter: java.lang.Object convert(java.lang.Object,org.springframework.core.convert.TypeDescriptor,org.springframework.core.convert.TypeDescriptor)>-><org.opsli.core.log.bean.OperationLog: java.lang.String toString()>
<java.util.EnumMap$Values: boolean remove(java.lang.Object)>-><org.opsli.api.wrapper.gentest.carinfo.TestCarModel: boolean equals(java.lang.Object)>
<org.springframework.boot.convert.NumberToDataSizeConverter: java.lang.Object convert(java.lang.Object,org.springframework.core.convert.TypeDescriptor,org.springframework.core.convert.TypeDescriptor)>-><org.opsli.modulars.generator.template.wrapper.GenTemplateDetailModel: java.lang.String toString()>
<java.util.Vector: int indexOf(java.lang.Object,int)>-><org.opsli.core.utils.SystemInfoUtil$JvmInfo: boolean equals(java.lang.Object)>
